ITEM_20150317_000001	Empty_helmet
ITEM_20150317_000434	Ballesta Pesada de Madera
ITEM_20150317_000435	Arco Vulgar de Ballestero
ITEM_20150317_000436	Cranequin Misteriosa
ITEM_20150317_000437	Ballesta Misteriosa
ITEM_20150317_000438	Dokyu Misteriosa
ITEM_20150317_000439	Ballesta Misteriosa de Madera
ITEM_20150317_000440	Arbalest
ITEM_20150317_000441	Torreta de Fedimian
ITEM_20150317_000442	Tirador de Balas
ITEM_20150317_000443	Arco Black Tip
ITEM_20150317_000444	Ballesta Claveteada
ITEM_20150317_000445	Windlass
ITEM_20150317_000446	Ballesta Pesada
ITEM_20150317_000447	Aunque es un poco pesada, la magia infundida en el arco compensa este inconveniente.
ITEM_20150317_000448	Ballesta Grande
ITEM_20150317_000449	Para aquellos con buena puntería, esta es una buena ballesta para dar golpes mortales a los objetivos.
ITEM_20150317_000450	Gran Cruz
ITEM_20150317_000451	Una ballesta muy popular entre los arqueros, debido a su alta calidad y la falta de inconvenientes.
ITEM_20150317_000452	Ballesta Química
ITEM_20150317_000453	Las armas basadas en la alquimia tienen una gran demanda desde el Gran Cataclismo Silvano.
ITEM_20150317_000454	Ballesta Medina
ITEM_20150317_000455	Esta arma está especializada en los enemigos bien equipados.
ITEM_20150317_000456	Ballesta Regina
ITEM_20150317_000457	No es lo bastante buena como para ser considerada el "Señor de las ballestas," pero el título de "Reina" parece justo.
ITEM_20150317_000458	Cazador
ITEM_20150317_000459	Frecuentemente utilizado por los arqueros que operan en áreas con poca visibilidad o vientos fuertes.
ITEM_20150317_000460	Ballesta Imperni
ITEM_20150317_000461	Los rumores dicen que las armas del mercado negro se hacen intencionalmente para ser costosas de mantener.
ITEM_20150317_000462	Ballesta de la Sepultura
ITEM_20150317_000463	Esta arma es recomendable si tienes intención de poner a tu objetivo a dormir. 
ITEM_20150317_000464	Ballesta de Herrero
ITEM_20150317_000465	Esta arma sólo hará tanto daño como esperas cada vez que se aprieta el gatillo.
ITEM_20150317_000466	Balesta Klavis
ITEM_20150317_000467	Podrias ser la primera persona en sacar potencial a esta arma.
ITEM_20150317_000468	Ballesta Thresh
ITEM_20150317_000469	Ballesta Sestas
ITEM_20150317_000470	Ballesta Dratt
ITEM_20150317_000471	Ballesta Aston
ITEM_20150317_000472	Ballesta Devi
ITEM_20150317_000473	Ballesta Prima
ITEM_20150317_000474	Estrella Fugaz
ITEM_20150317_000475	En el pasado, sólo los arqueros que completaron el entrenamiento en la Torre Astral podían utilizar esta arma.
ITEM_20150317_000476	Kateen Blaster
ITEM_20150317_000477	El Maeste Guardabosques desarrolló esta arma basandose en los datos de investigación sobre los monstruos en el bosque Kateen después del Gran Cataclismo Silvano. Sin embargo, ella recomienda que nadie lo use.
ITEM_20150317_000478	Grajus
ITEM_20150317_000479	¿Pueden ser cazados los monstruos grandes con ballestas de una mano? Esta es la respuesta.
ITEM_20150317_000480	Ballesta de Tejedora Letal
ITEM_20150317_000481	Esta no es el arma de la Tejedora Letal. El propietario original fue probablemente una lamentable víctima.
ITEM_20150317_000482	Tirador Chapparición
ITEM_20150317_000483	Esta arma tiene la preparación suficiente para dar una muestra de dolor a las bestias salvajes.
ITEM_20150317_000484	Isbality
ITEM_20150317_000485	La arquera más grande en la historia, Lidia Schaffen, no dudó en cazar demonios. Es difícil obtener esta arma porque la estrella Schaffen no dio a conocer la receta a el público.
ITEM_20150317_000486	Muerte
ITEM_20150317_000487	Esta receta se dio a conocer al público después de que Evoniphon tirara su arma cuando era perseguido por Fiona Ieva. Sin embargo, muchos cayeron tontamente desafiando monstruos mientras solo confiaban en el arma.
ITEM_20150317_000488	Empty_weapon_Mace
ITEM_20150317_000489	Garrote de Madera Vulgar
ITEM_20150317_000490	Maza de 1 mano [Golpe]
ITEM_20150317_000491	Un arma muy simple de utilizar por cualquiera sin dificultad.
ITEM_20150317_000492	Garrote de Madera
ITEM_20150317_000493	Incluso un palo de madera ordinaria puede convertirse en un elemento sagrado si es usado por un clérigo.
ITEM_20150317_000494	Garrote de Dunkel de Hierro
ITEM_20150317_000495	Un arma al menos de este calibre es necesaria para llevar a cabo el castigo de la diosa.
ITEM_20150317_000496	Maza Deficiente
ITEM_20150317_000497	Este es el requisito mínimo para demostrar que ya no eres un aprendiz de clérigo.
ITEM_20150317_000498	Lucero del Alba
ITEM_20150317_000499	También se conoce como 'La maza del arrepentimiento' entre los clérigos.
ITEM_20150317_000500	Mazo
ITEM_20150317_000501	Los clérigos experimentados atacan al enemigo de una multitud de formas utilizando el ornamento en la cabeza de este mazo.
ITEM_20150317_000502	Goedendag
ITEM_20150317_000503	Si te encuentras con un clérigo que maneja bien esta arma, nunca digas que no tienen experiencia en la batalla de nuevo.
ITEM_20150317_000504	Buscador de Guerra
ITEM_20150317_000505	¿Decias que las armas contundentes no pueden penetrar a través de la armadura? Siempre hay excepciones.
ITEM_20150317_000506	Maul
ITEM_20150317_000507	Sólo aquellos que incesantemente han entrenado su cuerpo, pueden manejar el peso de esta arma.
ITEM_20150317_000508	Martillo de Combate
ITEM_20150317_000509	Desde la aparición de monstruos, muchas mazas fueron sometidas a cambios en el exterior.
ITEM_20150317_000510	Goedendag Vulgar
ITEM_20150317_000511	Buscador de Guerra Vulgar
ITEM_20150317_000512	Garrote de Soldado
ITEM_20150317_000513	A pesar de ser el arma oficial de un capellán, Las expediciones de Sacerdotes rara vez los usan.
ITEM_20150317_000514	Garrote de metal de Comandante
ITEM_20150317_000515	Hay evidencia de que se ha utilizado como una herramienta en lugar de arma.
ITEM_20150317_000516	Maza Vulgar
ITEM_20150317_000517	Chekan
ITEM_20150317_000518	La intención original era elaborar una sola arma pesada, mediante la combinación de varias armas contundentes.
ITEM_20150317_000519	Garrote Pesado de Madera
ITEM_20150317_000520	Garrote de Hierro
ITEM_20150317_000521	Garrote Pesado de Hierro
ITEM_20150317_000522	Maza
ITEM_20150317_000523	Lucero del Alba pesado
ITEM_20150317_000524	Maul Pesado
ITEM_20150317_000525	Goedendag Pesado
ITEM_20150317_000526	Maul de Dunkel
ITEM_20150317_000527	Martillo de Dunkel de Combate
ITEM_20150317_000528	Maza Misteriosa
ITEM_20150317_000529	Lucero del Alba de Dunkel
ITEM_20150317_000530	Goedendag de Dunkel
ITEM_20150317_000531	Maul de Combate
ITEM_20150317_000532	Garrote de Fedimian
ITEM_20150317_000533	Maza de Runas
ITEM_20150317_000534	Garrote de Pinchos
ITEM_20150317_000535	Martillo Stirus
ITEM_20150317_000536	Martillo de Guerra
ITEM_20150317_000537	Martillo Escoria
ITEM_20150317_000538	Martillo Cinco
ITEM_20150317_000539	Si sientes que has oído hablar de este nombre en otro lugar antes, lo más probable es que sea sólo tu imaginación. Este martillo fue diseñado estrictamente basado en la ingeniería matemática.
ITEM_20150317_000540	Maza de Clavos
ITEM_20150317_000541	Maza de 1 mano [Penetración]
ITEM_20150317_000542	Las mazas normalmente hacen daño tipo Golpe, pero siempre hay una excepción en todo.
ITEM_20150317_000543	Rompe Escudos
ITEM_20150317_000544	El fin de este daño por impacto es para romper la armadura y el escudo de un enemigo. Pruebalo.
ITEM_20150317_000545	Aplasta Cráneos
ITEM_20150317_000546	Aunque es raro, un clérigo puede hacer una excepción en su promesa de proteger la vida. Debes ser particularmente humilde cuando te enfrentas a un clérigo que sostiene esta arma.
ITEM_20150317_000547	Maul Químico
ITEM_20150317_000548	Está considerado como el más débil entre las armas alquimicamente diseñadas. Un martillo delicado, para todas las cosas...
ITEM_20150317_000549	Garrote Mauros
ITEM_20150317_000550	Un antiguo Garrote diseñado cuando se fundó el reino. Es bastante difícil de obtener ahora mismo.
ITEM_20150317_000551	Lucero del Alba Valtas
ITEM_20150317_000552	Un armamento básico para clérigos que se enfrentan a demonios.
ITEM_20150317_000553	Maza Imperni
ITEM_20150317_000554	En los viejos tiempos, estaba facilmente disponible para los Redentores a un precio asequible, pero desde el Gran Cataclismo Silvano esos días han quedado atrás.
ITEM_20150317_000555	Maul Suncus
ITEM_20150317_000556	El concepto inicial de esta arma fue concebida por los monjes. En la actualidad, es ampliamente utilizado por todo el clero.
ITEM_20150317_000557	Martillo Minero
ITEM_20150317_000558	Cuando estan refinadas correctamente, las herramientas de trabajo pueden convertirse en armas. No hay necesidad de llevar un arma y una herramienta a las profundidades de una mina.
ITEM_20150317_000559	Garrote de Hierro de Aras
ITEM_20150317_000560	Pueden ser creados por clérigos, magos, alquimistas, e incluso por herreros.Este garrote puede ser fácilmente encantado con magia.
ITEM_20150317_000561	Maza de Herrero
ITEM_20150317_000562	El poder de esta arma es completamente independiente de la habilidad del usuario o de su fe.
ITEM_20150317_000563	Maza Klavis
ITEM_20150317_000564	No te desanimes si no habia figuras icónicas de la historia que utilizaron esta arma. Es posible convertirse en el primero.
ITEM_20150317_000565	Maza Dio
ITEM_20150317_000566	Maza Thresh
ITEM_20150317_000567	Maza Sestas
ITEM_20150317_000568	Maza Dratt
ITEM_20150317_000569	Maza Aston
ITEM_20150317_000570	Maza Devi
ITEM_20150317_000571	Maza Prima
ITEM_20150317_000572	Santo Aplastador
ITEM_20150317_000573	Debido a que los clérigos tienen confianza en su propia fe, a menudo se ha encontrado la receta para esta arma, irónicamente, en lugares inesperados.
ITEM_20150317_000574	Martillo Kaloo
ITEM_20150317_000575	Nuevas posibilidades se han descubierto para la elaboración de armas gracias a la aparición de nuevos monstruos desde el Gran Cataclismo Silvano.
ITEM_20150317_000576	Cola de Draco
ITEM_20150317_000577	Se dice que el inventor de esta arma vivió mucho antes del período de fundación del reino. Es increíble que su receta haya sobrevivido hasta la fecha.
ITEM_20150317_000578	Maza Real
ITEM_20150317_000579	Esta arma sólo la podian obtener los clérigos con el permiso de la casa real. Estas restricciones dejarón de tener sentido desde el Gran Cataclismo Silvano.
ITEM_20150317_000580	Lucero del Alba Vubbe
ITEM_20150317_000581	 - 3% de probabilidad de [Aturdir] a un enemigo durante 3 segundos
ITEM_20150317_000582	Algunos Vubbe llevan armas útiles.
ITEM_20150317_000583	Garrote de Tejedora Letal
ITEM_20150317_000584	Un minuto de silencio por el dueño anterior que se convirtió en el sacrificio necesario para hacer de esto.
ITEM_20150317_000585	Maza Chapparición
ITEM_20150317_000586	No importa qué a monstruo se enfrente, esta arma le dejará una abolladura.
ITEM_20150317_000587	Aturdidor
ITEM_20150317_000588	Algunos clérigos prefieren desorientar a su objetivo a través de medios distintos de la predicación.
ITEM_20150317_000589	Valia
ITEM_20150317_000590	Se consagró con el poder de la diosa durante el proceso de creación.Los demonios mayores no pueden soportar alzar la vista hacia esta arma.
ITEM_20150317_000591	Vara PezLanza
ITEM_20150317_000592	Puede que produzca disciplina de púas.
ITEM_20150317_000593	Escudo de Madera
ITEM_20150317_000594	A pesar de que es de madera, se ha creado para cumplir con los requisitos mínimos de un escudo.
ITEM_20150317_000595	Rodela de Madera
ITEM_20150317_000596	Sorprendentemente, reforzar rodelas con un borde de metal es un desarrollo relativamente reciente. Los historiadores suponen que esta tendencia comenzó en todo el período de fundación del reino.
ITEM_20150317_000597	Escudo de Lágrima de Madera
ITEM_20150317_000598	El Maestre Peltasta refinó un nuevo escudo de usos multiples, después de examinar uno durante una emergencia.
ITEM_20150317_000599	Escudo de Lágrima
ITEM_20150317_000600	El escudo de lágrima de metal usado por la {nl}caballería ha sido perfeccionado y mejorado por {nl}los guerreros que preferían robustez por encima del peso sólido.
ITEM_20150317_000601	Escudo Redondo
ITEM_20150317_000602	Con los avances en técnicas de combate, el peso de un escudo se ha convertido en una consideración secundaria. Este diseño del escudo está fuertemente influenciado por esta tendencia.
ITEM_20150317_000603	Escudo de Lágrima de Acero
ITEM_20150317_000604	Los avistamientos de monstruos con una fuerza sin precedentes crearon la necesidad de un escudo de lágrima hecho de materiales más fuertes.
ITEM_20150317_000605	Rodela de Acero 
ITEM_20150317_000606	El peso ligero, versatilidad y robustez de este escudo hace que sea una opción popular entre muchas personas.
ITEM_20150317_000607	Escudo de Maquinaria
ITEM_20150317_000608	Muchos nobles y miembros de la caballería suelen llevar este escudo por su capacidad de resistencia frente a golpes potentes.
ITEM_20150317_000609	Rodela Vulgar de Madera
ITEM_20150317_000610	Hecho para medir la eficacia de un escudo compacto que requiere menos materiales. Es mejor que nada.
ITEM_20150317_000611	Escudo de Lágrima de Madera
ITEM_20150317_000612	Las leyendas dicen que la primera persona que inventó este tipo de escudo era el Maestre Peltasta.
ITEM_20150317_000613	Escudo de Dunkel de Madera
ITEM_20150317_000614	Rodela Misteriosa de Madera
ITEM_20150317_000615	Escudo Scallop
ITEM_20150317_000616	Escudo Pelta
ITEM_20150317_000617	Escudo de Fedimian
ITEM_20150317_000618	Kalkan
ITEM_20150317_000619	Escudo de Caballería
ITEM_20150317_000620	Escudo de Caballero
ITEM_20150317_000621	Escudo Torre
ITEM_20150317_000622	Escudo de Madera Negra
ITEM_20150317_000623	Este escudo es famoso por ser el primero en tener éxito en el aumento de una resistencia. Fue Infundido en magia durante su creación.
ITEM_20150317_000624	Escudo de Roble
ITEM_20150317_000625	Este escudo ha sido creado usando madera con propiedades magicas.
ITEM_20150317_000626	Escudo Salvaje
ITEM_20150317_000627	La magia se infunde en este escudo a través de un proceso alquímico en lugar de a través de las bendiciones de la diosa Gabija.
ITEM_20150317_000628	Escudo de Lágrima Zalia
ITEM_20150317_000629	En el pasado, se requerían grandes cantidades de recursos para elaborar este escudo. Últimamente, se puede hacer a mano con bastante facilidad.
ITEM_20150317_000630	Escudo de Lágrima Pesado
ITEM_20150317_000631	El efecto protector resistente de este escudo protege al usuario contra los peligros inesperados.
ITEM_20150317_000632	Escudo de Perlas
ITEM_20150317_000633	Este escudo proporciona una excelente defensa contra los ataques del tipo Rayo.
ITEM_20150317_000634	Guardia Circular
ITEM_20150317_000635	Guardia círcular acuerdo a sus usuarios, este escudo empieza a calentarse si está equipado por demasiado tiempo.
ITEM_20150317_000636	Escudo Ludas
ITEM_20150317_000637	Este escudo se sabe que tiene propiedades mágicas que aumenta la vitalidad del portador.
ITEM_20150317_000638	Escudo de Minotauro
ITEM_20150317_000639	Todavía no se sabe cómo los monstruos obtuvieron este escudo.
ITEM_20150317_000640	Escudo Dio
ITEM_20150317_000641	Escudo Thresh
ITEM_20150317_000642	Escudo Sestas
ITEM_20150317_000643	Escudo Dratt
ITEM_20150317_000644	Escudo Aston
ITEM_20150317_000645	Escudo Devi
ITEM_20150317_000646	Escudo Prima
ITEM_20150317_000647	Guardia de Muro
